ID,Ideology,Decade,In_PIRUS,Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Year_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Primary_Event_Mass_Casualty_Incident,Primary_Event_Mass_Casualty_Incident_Type,Primary_Event_Mass_Casualty_Incident_Killed,Foreign_Fighter,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Platform4,Social_Media_Platform5,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Gender,Religious_Background,Convert,Reawakening,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Education,Student,Employment_Status,Work_History,Military,Military_Status_Arrest,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Abuse_Child,Abuse_Adult,Abuse_Type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Radical_Friend,Radical_Family,Radical_Signif_Other,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Age_Joined,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Component_ID,Component_Density,Lone_Offender,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality
2068,Jihadist,2000s,Yes,2068,Michigan,Dearborn,,,2007.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,1.0,1.0,0.0,0.0,-88.0,,,0.0,-88.0,-88.0,-88,0.0,1.0,-99.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Michigan,Detroit,,,0,-99.0,2.0,8.0,1.0,-99.0,-99.0,-99.0,,,,-99,-99,-88.0,4.0,26.0,1.0,0.0,2.0,2.0,-99.0,-99.0,Lebanon,4.0,Lebanon,-99.0,1.0,Lebanon,4.0,1.0,5.0,-88.0,0.0,-88.0,-99.0,3.0,-99.0,0.0,0.0,-88,,,0.0,0.0,-99.0,-99.0,0.0,-99.0,-99.0,,,-99.0,0.0,-88,-99.0,0.0,-99.0,-99.0,1021.0,-88.0,1.0,0.0,0.0,0.0
2069,Black Nationalist/Separatist,2000s,Yes,2069,Maryland,Bowie,Virginia,-99,2002.0,14,,,2.0,-99.0,1.0,-99.0,5.0,1.0,1.0,1.0,1.0,0.0,10.0,2.0,4.0,8.0,1.0,0.0,-88.0,,,0.0,-99.0,2.0,-99,1.0,-99.0,-99.0,-88.0,-88.0,-88.0,,,,,-88.0,,,,,,,0.0,0.0,0.0,1.0,8.0,,,Washington,Tacoma,,,1,-99.0,2.0,10.0,4.0,1.0,-99.0,1.0,,,,-99,-99,-99.0,2.0,42.0,3.0,4.0,2.0,15.0,1.0,-99.0,United States of America,1.0,United States of America,-99.0,0.0,-88,3.0,0.0,2.0,3.0,1.0,0.0,0.0,-99.0,2.0,0.0,0.0,-88,,,1.0,0.0,1.0,3.0,0.0,1.0,20.0,,,4.0,0.0,-88,3.0,0.0,1.0,1.0,366.0,-88.0,0.0,1.0,0.0,1.0
2070,Black Nationalist/Separatist,2000s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2071,Jihadist,2010s,Yes,2071,Washington,Seattle,,,2011.0,4,,,2.0,-99.0,-99.0,0.0,3.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,-99.0,-88.0,-88.0,-88,1.0,1.0,0.0,1.0,-99.0,3.0,,,,,1.0,2.0,3.0,,,,,1.0,0.0,0.0,0.0,11.0,,,Washington,Seattle,,,1,0.0,3.0,10.0,5.0,0.0,0.0,0.0,,,,1,0,2.0,2.0,33.0,1.0,1.0,2.0,-99.0,2.0,0.0,United States of America,1.0,United States of America,396.0,0.0,-88,3.0,0.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,-88,,,1.0,1.0,3.0,0.0,0.0,3.0,3.0,6.0,9,2.0,0.0,-88,2.0,0.0,0.0,-99.0,367.0,-88.0,0.0,1.0,0.0,1.0
2072,Jihadist,2010s,Yes,2072,Washington,Seattle,,,2011.0,4,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,4.0,4.0,2.0,0.0,-88.0,,,0.0,0.0,2.0,-99,1.0,1.0,1.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,California,Los Angeles,,,1,0.0,-99.0,8.0,4.0,0.0,0.0,5.0,,,,1,0,-88.0,2.0,32.0,3.0,-99.0,2.0,-99.0,1.0,0.0,United States of America,1.0,United States of America,384.0,0.0,-88,-99.0,0.0,-99.0,-99.0,0.0,-88.0,0.0,-99.0,-99.0,0.0,0.0,-88,,,0.0,0.0,3.0,0.0,0.0,3.0,6.0,19.0,,2.0,0.0,-88,-99.0,0.0,1.0,1.0,367.0,-88.0,0.0,1.0,0.0,1.0
2075,Environmental/Animal Rights,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Militia/Sovereign Citizen/Anti-Government,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Environmental/Animal Rights,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,Militia/Sovereign Citizen/Anti-Government,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,White Supremacist/Xenophobic,1990s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,Militia/Sovereign Citizen/Anti-Government,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,Anarchist/Anti-Capitalist,1960s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Militia/Sovereign Citizen/Anti-Government,1990s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,Black Nationalist/Separatist,1970s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,Jihadist,2010s,Yes,2100,Pennsylvania,Mayport,,,2011.0,-99,,,-99.0,-99.0,-99.0,-99.0,2.0,1.0,0.0,-88.0,-88.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,1.0,-88.0,-88.0,-88,0.0,2.0,-99.0,2.0,5.0,2.0,3.0,28.0,,,1.0,2.0,4.0,5.0,,,,1.0,0.0,0.0,0.0,11.0,,,Pennsylvania,Mayport,,,-99,0.0,2.0,10.0,5.0,1.0,0.0,5.0,,,,1,0,-88.0,3.0,21.0,1.0,0.0,2.0,11.0,2.0,0.0,United States of America,1.0,United States of America,252.0,2.0,Russia,4.0,1.0,5.0,-99.0,0.0,-88.0,0.0,-99.0,-99.0,1.0,0.0,-99,,,2.0,0.0,0.0,1.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,1.0,1.0,1.0,3.0,5.0,0.048257080610021784,0.0,4.0,0.0714052287581699,0.204511278195488
2101,Other,2010s,Yes,2101,Michigan,Dearborn,,,2011.0,15,,,1.0,0.0,0.0,-99.0,3.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,1.0,3.0,0.0,-99.0,-99.0,,,-99.0,-88.0,-88.0,-88,0.0,-99.0,-99.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,18.0,,,California,Imperial Beach,,,1,0.0,3.0,9.0,-99.0,-99.0,-99.0,5.0,,,,-99,-99,-99.0,3.0,63.0,2.0,1.0,2.0,5.0,1.0,-99.0,United States of America,1.0,United States of America,756.0,0.0,-88,5.0,0.0,-99.0,4.0,1.0,0.0,0.0,-99.0,2.0,0.0,0.0,-88,,,2.0,0.0,-99.0,-99.0,-99.0,3.0,8.0,9.0,18,3.0,0.0,-88,3.0,1.0,-99.0,-99.0,1022.0,-88.0,1.0,0.0,0.0,0.0
2103,Jihadist,2010s,Yes,2103,Washington,Spokane,,,2011.0,2,,,1.0,0.0,1.0,-99.0,3.0,1.0,1.0,0.0,-88.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,-99.0,-88.0,-88.0,-88,0.0,2.0,-99.0,2.0,5.0,3.0,28.0,,,,1.0,2.0,4.0,5.0,,,,1.0,0.0,0.0,0.0,11.0,,,Washington,Spokane,,,-99,0.0,-99.0,8.0,5.0,-99.0,-99.0,0.0,,,,-99,-99,-88.0,3.0,21.0,1.0,0.0,2.0,-99.0,-99.0,-99.0,United States of America,1.0,United States of America,252.0,0.0,-88,3.0,1.0,-99.0,-99.0,0.0,-88.0,-99.0,-99.0,-99.0,0.0,0.0,-88,,,0.0,1.0,0.0,0.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,-99.0,1.0,-99.0,-99.0,1023.0,-88.0,1.0,0.0,0.0,0.0
2104,Jihadist,2000s,Yes,2104,New York,-99,,,2007.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,4.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,1.0,-88.0,-88.0,-88,0.0,1.0,1.0,1.0,3.0,3.0,21.0,26.0,,,1.0,3.0,4.0,5.0,,,,1.0,0.0,0.0,0.0,11.0,,,New York,New York,,,0,0.0,2.0,5.0,5.0,0.0,0.0,1.0,,,,1,1,1.0,3.0,33.0,2.0,2.0,2.0,11.0,1.0,-99.0,United States of America,1.0,United States of America,336.0,0.0,-88,8.0,1.0,1.0,4.0,0.0,-88.0,0.0,-99.0,2.0,2.0,0.0,2,3.0,,0.0,1.0,2.0,0.0,0.0,1.0,6.0,16.0,,2.0,0.0,-88,1.0,0.0,1.0,1.0,5.0,0.048257080610021784,0.0,9.0,0.0541321713870733,0.237347294938917
2106,Jihadist,2010s,Yes,2106,Virginia,Arlington,Virginia,Triangle,2011.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,9.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,-99.0,-88.0,-88.0,-88,0.0,1.0,1.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Virginia,Alexandria,,,0,-99.0,1.0,9.0,1.0,-99.0,-99.0,-99.0,,,,-99,-99,-88.0,2.0,22.0,1.0,0.0,2.0,9.0,0.0,0.0,United States of America,2.0,Ethiopia,78.0,1.0,Ethiopia,3.0,0.0,1.0,4.0,1.0,1.0,0.0,-99.0,2.0,0.0,0.0,-88,,,1.0,0.0,0.0,0.0,0.0,2.0,7.0,20.0,,2.0,0.0,-88,-99.0,0.0,1.0,0.0,1024.0,-88.0,1.0,0.0,0.0,0.0
2107,Jihadist,2010s,Yes,2107,Texas,Fort Hood,,,2011.0,4,,,2.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,0.0,-88.0,-88.0,-88,0.0,1.0,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Texas,Garland,Kentucky,-99,1,0.0,1.0,10.0,2.0,0.0,0.0,5.0,,,,3,0,-88.0,4.0,21.0,1.0,0.0,2.0,16.0,1.0,0.0,United States of America,1.0,United States of America,-99.0,2.0,West Bank and Gaza Strip,4.0,0.0,1.0,4.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3,,,0.0,0.0,0.0,0.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,1.0,0.0,1.0,2.0,1025.0,-88.0,1.0,0.0,0.0,0.0
2108,Jihadist,2010s,Yes,2108,New York,Brooklyn,,,2011.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,1.0,-88.0,-88.0,-88.0,1.0,5.0,2.0,4.0,4.0,0.0,-99.0,-99.0,,,-99.0,-88.0,-88.0,-88,0.0,2.0,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,New York,New York,,,-99,-99.0,-99.0,6.0,1.0,-99.0,-99.0,-99.0,,,,-99,-99,-99.0,3.0,27.0,1.0,-99.0,2.0,-99.0,-99.0,-99.0,Albania,3.0,Albania,44.0,1.0,Albania,5.0,0.0,-99.0,-99.0,0.0,-88.0,0.0,3.0,2.0,0.0,0.0,-88,,,0.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,-99.0,0.0,-88,-99.0,0.0,-99.0,-99.0,1026.0,-88.0,1.0,0.0,0.0,0.0
2109,Jihadist,2010s,Yes,2109,District of Columbia,Washington,Virginia,Arlington,2011.0,2,,,2.0,0.0,3.0,0.0,2.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,1.0,-88.0,-88.0,-88,0.0,2.0,0.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Massachusetts,Ashland,,,0,0.0,2.0,10.0,5.0,0.0,0.0,0.0,,,,1,0,-88.0,4.0,26.0,1.0,0.0,2.0,1.0,0.0,0.0,United States of America,1.0,United States of America,12.0,2.0,Bangladesh; Cape Verde,5.0,0.0,3.0,3.0,0.0,-88.0,0.0,3.0,1.0,0.0,0.0,-88,,,1.0,0.0,0.0,0.0,0.0,1.0,15.0,,,3.0,0.0,-88,0.0,0.0,1.0,0.0,5.0,0.048257080610021784,0.0,1.0,0.0,0.192090395480226
2111,Jihadist,2010s,Yes,2111,New York,New York,,,2011.0,2,3.0,,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,2.0,3.0,0.0,-99.0,-99.0,,,1.0,-88.0,-88.0,-88,0.0,1.0,1.0,2.0,4.0,3.0,26.0,,,,1.0,2.0,3.0,,,,,1.0,0.0,0.0,0.0,11.0,,,New York,New York,,,1,0.0,2.0,10.0,4.0,1.0,0.0,1.0,5.0,,,2,-99,-88.0,1.0,27.0,3.0,1.0,2.0,8.0,2.0,0.0,United States of America; Dominican Republic,2.0,Dominican Republic,264.0,1.0,Dominican Republic,5.0,0.0,3.0,1.0,0.0,-88.0,-99.0,-99.0,1.0,0.0,0.0,-88,,,0.0,1.0,1.0,0.0,0.0,2.0,6.0,,,2.0,0.0,-88,-99.0,0.0,1.0,1.0,5.0,0.048257080610021784,0.0,1.0,0.0,0.192090395480226
2112,Jihadist,2010s,Yes,2112,Maryland,Laurel,,,2011.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,1.0,-88.0,-88.0,-88.0,1.0,5.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,1.0,-88.0,-88.0,-88,0.0,2.0,0.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Maryland,Laurel,,,-99,1.0,1.0,8.0,4.0,-99.0,-99.0,0.0,,,,-99,0,-88.0,2.0,24.0,1.0,0.0,2.0,-99.0,2.0,-99.0,United States of America,1.0,United States of America,288.0,0.0,-88,3.0,0.0,-99.0,4.0,1.0,0.0,0.0,-99.0,2.0,0.0,0.0,-88,,,1.0,0.0,0.0,0.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,3.0,0.0,1.0,-99.0,1027.0,-88.0,1.0,0.0,0.0,0.0
2113,Jihadist,2010s,Yes,2113,District of Columbia,Washington,,,2011.0,2,,,1.0,0.0,1.0,1.0,3.0,1.0,0.0,-88.0,-88.0,0.0,7.0,2.0,4.0,4.0,3.0,0.0,-88.0,,,1.0,-99.0,1.0,24,0.0,2.0,0.0,1.0,-99.0,3.0,,,,,1.0,7.0,,,,,,1.0,0.0,0.0,0.0,11.0,,,Alabama,Birmingham,New York,New York,1,0.0,2.0,10.0,2.0,1.0,0.0,0.0,,,,3,0,-88.0,3.0,22.0,1.0,0.0,2.0,1.0,0.0,-99.0,Uzbekistan,4.0,Uzbekistan,36.0,1.0,Uzbekistan,10.0,0.0,1.0,3.0,0.0,-88.0,0.0,-99.0,2.0,0.0,0.0,-88,,,0.0,0.0,0.0,0.0,0.0,-99.0,-99.0,,,-99.0,0.0,-88,-99.0,0.0,1.0,2.0,1028.0,-88.0,1.0,0.0,0.0,0.0
2114,Jihadist,2010s,Yes,2114,District of Columbia,Washington,,,2013.0,2,,,2.0,1.0,2.0,1.0,4.0,1.0,1.0,0.0,-88.0,0.0,7.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,1.0,-88.0,-88.0,-88,0.0,2.0,-99.0,1.0,-99.0,1.0,,,,,1.0,2.0,6.0,,,,,1.0,0.0,0.0,0.0,11.0,,,Virginia,Alexandria,,,0,0.0,2.0,10.0,5.0,1.0,-99.0,8.0,,,,3,-99,-88.0,4.0,29.0,2.0,0.0,2.0,5.0,0.0,2.0,Morocco,5.0,Morocco,156.0,1.0,Morocco,-99.0,0.0,4.0,1.0,0.0,-88.0,0.0,-99.0,1.0,0.0,0.0,-88,,,0.0,0.0,2.0,-99.0,-99.0,3.0,9.0,,,2.0,0.0,-88,-99.0,0.0,1.0,2.0,5.0,0.048257080610021784,0.0,1.0,0.0,0.168316831683168
2120,Jihadist,2010s,Yes,2120,Florida,Miami,,,2011.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,4.0,4.0,3.0,-99.0,-99.0,,,-99.0,-99.0,3.0,36,0.0,1.0,-99.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Florida,Miami,,,0,-99.0,-99.0,6.0,4.0,-99.0,-99.0,-99.0,,,,-99,-99,-99.0,5.0,75.0,2.0,3.0,2.0,-99.0,-99.0,-99.0,United States of America,2.0,Pakistan,144.0,1.0,Pakistan,1.0,0.0,1.0,4.0,0.0,-88.0,-99.0,-99.0,2.0,0.0,0.0,-88,,,0.0,0.0,-99.0,1.0,-99.0,0.0,-88.0,,,-88.0,0.0,-88,-99.0,0.0,1.0,-99.0,54.0,0.6666666666666666,0.0,2.0,0.0,0.571428571428571
2121,Jihadist,2010s,Yes,2121,Florida,Tampa,,,2012.0,1,3.0,,2.0,-99.0,-99.0,0.0,2.0,1.0,1.0,0.0,-88.0,0.0,10.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,-99.0,-88.0,-88.0,-88,1.0,1.0,-99.0,1.0,-99.0,3.0,,,,,1.0,4.0,,,,,,1.0,0.0,0.0,0.0,11.0,,,Florida,Tampa,,,0,-99.0,-99.0,10.0,5.0,-99.0,-99.0,-99.0,,,,1,-99,-88.0,3.0,25.0,1.0,-99.0,2.0,3.0,0.0,1.0,United States of America,2.0,Kosovo,144.0,1.0,Kosovo,3.0,-99.0,-99.0,-99.0,0.0,-88.0,-99.0,1.0,-99.0,0.0,0.0,-88,,,2.0,0.0,2.0,0.0,0.0,3.0,9.0,,,1.0,0.0,-88,1.0,0.0,1.0,1.0,471.0,-88.0,0.0,1.0,0.0,1.0
2122,Jihadist,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,Jihadist,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,Jihadist,2010s,Yes,2124,North Carolina,Raleigh,,,2012.0,2,,,2.0,0.0,1.0,-99.0,2.0,1.0,0.0,-88.0,-88.0,0.0,7.0,2.0,3.0,4.0,2.0,1.0,3.0,,,0.0,0.0,2.0,1,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,North Carolina,Raleigh,,,0,0.0,-99.0,10.0,5.0,-99.0,-99.0,-99.0,,,,1,-99,-88.0,4.0,46.0,3.0,0.0,1.0,5.0,0.0,0.0,United States of America,1.0,United States of America,360.0,2.0,Egypt,5.0,0.0,1.0,4.0,0.0,-88.0,0.0,-99.0,2.0,0.0,0.0,-88,,,0.0,0.0,3.0,0.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,-99.0,0.0,-99.0,2.0,43.0,0.6888888888888889,0.0,2.0,0.0,0.5625
2126,Jihadist,2010s,Yes,2126,Maryland,Baltimore,,,2011.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,4.0,4.0,2.0,1.0,4.0,,,1.0,0.0,2.0,36,0.0,2.0,1.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Maryland,Ellicott City,,,0,-99.0,2.0,6.0,2.0,1.0,-99.0,-99.0,,,,1,0,-88.0,6.0,18.0,1.0,0.0,2.0,-99.0,-99.0,-99.0,Pakistan,3.0,Pakistan,216.0,1.0,Pakistan,3.0,1.0,5.0,-99.0,0.0,-88.0,0.0,3.0,3.0,0.0,0.0,-88,,,0.0,0.0,2.0,0.0,0.0,0.0,-88.0,,,-88.0,0.0,-88,-99.0,0.0,1.0,1.0,5.0,0.048257080610021784,0.0,5.0,0.0146514161220043,0.171284634760705
2127,Jihadist,2010s,Yes,2127,Ohio,Toledo,,,2010.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,4.0,4.0,3.0,0.0,-88.0,,,1.0,1.0,1.0,-99,1.0,1.0,1.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Ohio,Toledo,,,0,0.0,-99.0,6.0,3.0,-99.0,-99.0,-99.0,,,,-99,-99,-99.0,4.0,37.0,2.0,3.0,1.0,2.0,0.0,-99.0,United States of America; Lebanon,1.0,United States of America,444.0,0.0,-88,-99.0,-99.0,-99.0,-99.0,0.0,-88.0,0.0,-99.0,2.0,0.0,0.0,-88,,,0.0,0.0,2.0,2.0,3.0,-99.0,-99.0,,,-99.0,0.0,-88,-99.0,0.0,1.0,-99.0,440.0,-88.0,0.0,1.0,0.0,1.0
2128,Jihadist,2010s,Yes,2128,New York,-99,,,2010.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,4.0,4.0,0.0,0.0,-88.0,,,0.0,-88.0,-88.0,-88,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,,,,,-99.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,New Jersey,Newark,,,-99,-99.0,-99.0,6.0,4.0,-99.0,-99.0,-99.0,,,,-99,-99,-88.0,3.0,49.0,-99.0,-99.0,2.0,5.0,-99.0,-99.0,United States of America,1.0,United States of America,588.0,0.0,-88,5.0,-99.0,1.0,3.0,1.0,0.0,0.0,-99.0,2.0,0.0,0.0,-88,,,0.0,0.0,0.0,0.0,0.0,3.0,9.0,,,5.0,0.0,-88,-99.0,0.0,-99.0,-99.0,213.0,1.0,0.0,2.0,0.0,1.0
2129,Jihadist,2010s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Jihadist,2010s,Yes,2130,Florida,Hialeah,,,2010.0,-88,,,-88.0,-88.0,-88.0,-88.0,0.0,0.0,-88.0,-88.0,-88.0,0.0,5.0,2.0,4.0,4.0,2.0,1.0,3.0,,,-99.0,-99.0,2.0,-99,1.0,-99.0,-99.0,0.0,-88.0,-88.0,,,,,-88.0,,,,,,,1.0,0.0,0.0,0.0,11.0,,,Florida,Hialeah,,,0,-99.0,2.0,7.0,1.0,-99.0,-99.0,-99.0,,,,-99,-99,-88.0,1.0,24.0,1.0,1.0,2.0,-99.0,-99.0,-99.0,-99,-99.0,Cuba,84.0,1.0,Cuba,3.0,-99.0,-99.0,-99.0,0.0,-88.0,0.0,-99.0,-99.0,0.0,0.0,-88,,,0.0,0.0,1.0,0.0,0.0,-99.0,-99.0,,,-99.0,0.0,-88,-99.0,0.0,1.0,-99.0,213.0,1.0,0.0,2.0,0.0,1.0
2147,Jihadist,2000s,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
